"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT06","WT08","WT09"
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-08",,,,,"0.00","0.0","0.0",,"42","15","16",,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-09",,,,,"0.00","0.0","0.0",,"34","16","34",,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-10",,,,,"0.05","0.0","0.0",,"51","34","47",,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-11",,,,,"1.35","0.0","0.0",,"47","33","33",,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-12",,,,,"0.04","0.5","1.0",,"33","23","23",,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-13",,,,,"0.07","0.8","1.0",,"31","23","31",,,,,,,,,,,
"USC00115097","LISLE MORTON ARBORETUM, IL US","41.8127","-88.0727","207.3","2020-01-14",,,,,"0.00","0.0","0.0",,"35","30","35",,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-01",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-02",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-03",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-04",,,,,"0.11","1.4","1.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-05",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-06",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-07",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-08",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-09",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-10",,,,,"0.04","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-11",,,,,"1.42","0.0","0.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-12",,,,,"0.15","1.8","2.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-13",,,,,"0.03","0.3","2.0",,,,,,,,,,,,,,,
"US1ILDP0127","DOWNERS GROVE 0.4 NNE, IL US","41.803318","-88.015427","227.7","2020-01-14",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,
"US1INLK0034","HOBART 1.2 SSW, IN US","41.514972","-87.270556","190.5","2020-01-08",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-01",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-05",,"    2","0.01",,,,,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-12",,"    3","1.56",,,,,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-13",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1ILCK0036","CHICAGO 4.7 NE, IL US","41.886011","-87.620955","191.1","2020-01-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-01",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-02",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-03",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-04",,,,,"0.04","0.7",,,,,,,,,"0.0",,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-05",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-06",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-07",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-08",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-09",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-10",,,,,"0.03",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-11",,,,,"1.12",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-12",,,,,"0.12","1.5",,,,,,,,,"0.3",,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-13",,,,,"0.01",,,,,,,,,,,,,,,,,
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","42.048122","-88.116188","242.0","2020-01-14",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-01",,,,,"0.00","0.0","1.0",,,,,,,,"0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-02",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-03",,,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-04",,,,,"0.05","0.6","0.6",,,,,,,"0.1","0.1",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-05",,,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-06",,,,,"0.00","0.0","0.0",,,,,,,,"0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-07",,,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-08",,,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-09",,,,,"0.00","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-10",,,,,"0.02","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-11",,,,,"1.73","0.0","0.0",,,,,,,"0.0","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-12",,,,,"0.48","1.0","1.0",,,,,,,"0.2","0.2",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-13",,,,,"0.02","0.2","1.5",,,,,,,"0.3","0.0",,,,,,,
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","41.701767","-87.781987","181.7","2020-01-14",,,,,"0.00","0.0","0.5",,,,,,,,"0.0",,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-04",,,,,"0.04",,,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-05",,,,,"0.00",,,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-10",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-11",,,,,"1.28",,,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-12",,,,,"0.20",,,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-13",,,,,"0.02",,,,,,,,,,,,,,,,,
"US1ILDP0141","GLEN ELLYN 1.1 WSW, IL US","41.8633883","-88.082855","213.4","2020-01-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-01",,,,,,,,,"43","24","42",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-02",,,,,,,,,"49","38","44",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-03",,,,,,,,,"44","34","35",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-04",,,,,,,,,"35","28","28",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-05",,,,,,,,,"42","25","34",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-06",,,,,,,,,"43","30","35",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-07",,,,,,,,,"41","31","31",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-08",,,,,,,,,"31","17","26",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-09",,,,,,,,,"51","26","50",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-10",,,,,,,,,"50","37","37",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-11",,,,,,,,,"38","27","29",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-12",,,,,,,,,"32","26","32",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-13",,,,,,,,,"34","32","34",,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2020-01-14",,,,,,,,,"43","31","31",,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-02",,"    5","1.16",,,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-12",,"    3","2.02",,,,,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILCK0139","OAK LAWN 1.1 N, IL US","41.730399","-87.75615","191.1","2020-01-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-06",,"    3","0.04",,,,,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1ILDP0139","WESTMONT 1.1 SSW, IL US","41.7825","-87.985","229.8","2020-01-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,
